Category,Name,Heterogeneous,Many_Small,Few_Big,Avg_Avg,Ratio_Many_Small,Ratio_Few_Big,Ratio_Avg_Avg
all_small,size_2000/random_tree_7,578.157237,1550.040613,0,578.157237,0.37299489584406137,not_computed,1.0
all_small,size_2000/random_tree_8,551.843726,1453.631014,0,551.843726,0.3796312273783118,not_computed,1.0
all_small,size_2000/random_tree_9,289.033465,1063.58094,0,289.033465,0.2717550250571432,not_computed,1.0
all_small,size_20000/random_tree_1,859.64908,1381.752377,0,979.217953,0.6221440934781906,not_computed,0.87789350406242
all_small,size_20000/random_tree_2,989.05761,1224.481614,0,974.645976,0.8077357787096997,not_computed,1.0147865320894731
all_small,size_20000/random_tree_3,1319.738949,1131.168605,0,1015.672153,1.166704011379453,not_computed,1.2993749460412745
all_small,size_20000/random_tree_4,1261.902491,2077.100834,0,1218.161052,0.6075306842806844,not_computed,1.035907763532732
all_small,size_20000/random_tree_5,914.46295,1130.475309,0,925.910126,0.808918994267039,not_computed,0.987636838956009
all_small,size_30000/random_tree_1,1465.611315,1894.493939,0,1293.179943,0.7736162596400896,not_computed,1.1333390398864236
all_small,size_30000/random_tree_2,1958.772651,2062.658904,0,1801.121426,0.9496347879920722,not_computed,1.0875294817574392
all_small,size_30000/random_tree_3,1401.079584,1622.673984,0,1349.470828,0.8634387423567642,not_computed,1.0382436988849084
all_small,size_30000/random_tree_4,1662.307329,2321.176826,0,1530.16996,0.7161485115567839,not_computed,1.086354700754941
all_small,size_30000/random_tree_5,1656.041393,2162.282085,0,1599.587426,0.7658766654397916,not_computed,1.0352928299400121
all_small,size_4000/random_tree_1,388.316612,1007.577117,0,388.316612,0.3853964182475573,not_computed,1.0
all_small,size_4000/random_tree_10,596.024084,1011.024084,0,596.024084,0.589525109670879,not_computed,1.0
all_small,size_4000/random_tree_2,461.17134,998.867933,0,461.17134,0.4616940085511785,not_computed,1.0
all_small,size_4000/random_tree_3,650.310661,1099.310661,0,650.310661,0.5915622253753436,not_computed,1.0
all_small,size_4000/random_tree_4,681.699277,2141.688273,0,681.699277,0.318299953169702,not_computed,1.0
all_small,size_4000/random_tree_5,640.941586,1547.536412,0,640.941586,0.4141689856406429,not_computed,1.0
all_small,size_4000/random_tree_6,615.008596,996.736018,0,615.008596,0.6170225464853223,not_computed,1.0
all_small,size_4000/random_tree_7,456.804497,456.804497,0,456.804497,1.0,not_computed,1.0
all_small,size_4000/random_tree_8,330.390762,529.082032,0,308.514937,0.6244603710148297,not_computed,1.0709068585551176
all_small,size_4000/random_tree_9,524.856602,524.856602,0,524.856602,1.0,not_computed,1.0
all_small,size_50000/random_tree_1,2134.463295,2429.005197,0,1739.039575,0.8787396987195495,not_computed,1.2273805183530686
all_small,size_50000/random_tree_2,2319.601483,2723.941298,0,2007.716749,0.8515607457117821,not_computed,1.155342995547227
all_small,size_50000/random_tree_3,1777.972209,2108.500628,0,1911.004981,0.8432400661348061,not_computed,0.9303859627145576
all_small,size_50000/random_tree_4,1884.75899,2461.54784,0,1711.564137,0.7656804224450905,not_computed,1.1011909803763316
all_small,size_50000/random_tree_5,1579.150765,1666.754896,0,1638.359437,0.9474403037841745,not_computed,0.9638609998130709
large_node_weights,size_10000/random_tree_1,9501.659333,19192.453487,0,9501.659333,0.49507267736435806,not_computed,1.0
large_node_weights,size_10000/random_tree_10,9145.170261,13616.934207,0,9145.170261,0.6716027353865586,not_computed,1.0
large_node_weights,size_10000/random_tree_2,8396.161591,11362.362995,0,6436.651325,0.7389450235566956,not_computed,1.3044300781664604
large_node_weights,size_10000/random_tree_3,7077.869286,11906.371823,0,7199.270403,0.5944606292512556,not_computed,0.983137024975557
large_node_weights,size_10000/random_tree_4,7703.04002,13947.181211,0,7703.04002,0.5523008487137667,not_computed,1.0
large_node_weights,size_10000/random_tree_5,9481.582969,15012.77948,0,9481.582969,0.6315674576870558,not_computed,1.0
large_node_weights,size_10000/random_tree_6,9497.909865,14398.554739,0,9497.909865,0.6596432792851016,not_computed,1.0
large_node_weights,size_10000/random_tree_7,7046.01575,8244.590647,0,7092.883682,0.8546228735521111,not_computed,0.9933922598901573
large_node_weights,size_10000/random_tree_8,7560.834013,14013.577406,0,7164.307085,0.5395363220930853,not_computed,1.0553475616407082
large_node_weights,size_10000/random_tree_9,8721.106556,16897.713695,0,8721.106556,0.5161116298579824,not_computed,1.0
large_node_weights,size_2000/random_tree_1,5620.140335,15076.246779,0,5620.140335,0.37278113162941884,not_computed,1.0
large_node_weights,size_2000/random_tree_10,2442.924941,5209.681521,0,2442.924941,0.46892020772338494,not_computed,1.0
large_node_weights,size_2000/random_tree_2,3921.083731,12450.249089,0,3921.083731,0.3149401833626238,not_computed,1.0
large_node_weights,size_2000/random_tree_3,2018.824017,3267.78948,0,2018.824017,0.6177950046525029,not_computed,1.0
large_node_weights,size_2000/random_tree_4,2993.911446,5025.911446,0,2993.911446,0.5956952242727597,not_computed,1.0
large_node_weights,size_2000/random_tree_5,2600.433989,7435.896027,0,2600.433989,0.3497136027128046,not_computed,1.0
large_node_weights,size_2000/random_tree_6,4698.679381,12024.439206,0,4698.679381,0.39076079146006537,not_computed,1.0
large_node_weights,size_2000/random_tree_7,2060.926194,4085.167595,0,2060.926194,0.5044899985308926,not_computed,1.0
large_node_weights,size_2000/random_tree_8,3423.944706,5955.122016,0,3423.944706,0.5749579432294877,not_computed,1.0
large_node_weights,size_2000/random_tree_9,5804.890914,15487.602974,0,5804.890914,0.3748088664039897,not_computed,1.0
large_node_weights,size_20000/random_tree_1,12006.680218,12006.680218,0,11452.547171,1.0,not_computed,1.0483851355271576
large_node_weights,size_20000/random_tree_2,6608.737083,6608.737083,0,6968.303332,1.0,not_computed,0.9483997421081266
large_node_weights,size_20000/random_tree_3,13381.33862,25393.366275,0,12714.991906,0.5269619819241551,not_computed,1.0524063812958908
large_node_weights,size_20000/random_tree_4,14120.010737,18744.533353,0,14120.010737,0.7532868634865291,not_computed,1.0
large_node_weights,size_20000/random_tree_5,10368.883717,10368.883717,0,10619.623917,1.0,not_computed,0.976388975545677
large_node_weights,size_30000/random_tree_1,9723.182,9601.534613,0,10551.922105,1.0126695775105885,not_computed,0.9214607446156845
large_node_weights,size_30000/random_tree_2,5262.682808,6235.895234,0,5896.178322,0.843933807499884,not_computed,0.8925582844677064
large_node_weights,size_30000/random_tree_3,14952.066282,18577.259672,0,12459.279958,0.8048585499688116,not_computed,1.200074669836711
large_node_weights,size_30000/random_tree_4,16221.122251,27576.466634,0,14626.484184,0.5882233741649993,not_computed,1.1090240174562513
large_node_weights,size_30000/random_tree_5,15784.426502,25663.503477,0,16098.224248,0.6150534558208792,not_computed,0.9805073068205653
large_node_weights,size_4000/random_tree_1,5940.017374,10054.017374,0,5940.017374,0.5908103351164947,not_computed,1.0
large_node_weights,size_4000/random_tree_10,4342.477913,6916.365152,0,4342.477913,0.6278555017796145,not_computed,1.0
large_node_weights,size_4000/random_tree_2,4496.11434,8435.482118,0,4496.11434,0.5330002810871942,not_computed,1.0
large_node_weights,size_4000/random_tree_3,4773.20089,9308.945166,0,4773.20089,0.5127542170334877,not_computed,1.0
large_node_weights,size_4000/random_tree_4,4347.968474,9536.586249,0,4347.968474,0.4559250407299494,not_computed,1.0
large_node_weights,size_4000/random_tree_5,5451.737515,15892.307378,0,5451.737515,0.3430425416102218,not_computed,1.0
large_node_weights,size_4000/random_tree_6,4561.594314,7197.378357,0,4561.594314,0.6337855379748796,not_computed,1.0
large_node_weights,size_4000/random_tree_7,3451.578881,6855.257781,0,3451.578881,0.5034936673813171,not_computed,1.0
large_node_weights,size_4000/random_tree_8,6715.504885,11615.504885,0,6715.504885,0.5781500633409618,not_computed,1.0
large_node_weights,size_4000/random_tree_9,4520.027349,9781.037287,0,4520.027349,0.46212147202501513,not_computed,1.0
large_node_weights,size_50000/random_tree_1,19069.458584,-1.0,0,17630.127849,not_computed,not_computed,1.08164040257267
large_node_weights,size_50000/random_tree_2,17042.816146,20272.296016,0,17284.690323,0.8406949135188674,not_computed,0.9860064500734418
large_node_weights,size_50000/random_tree_3,14819.398165,15454.850568,0,14499.670416,0.9588833033225352,not_computed,1.022050690796888
large_node_weights,size_50000/random_tree_4,18670.347907,24808.584229,0,19477.91213,0.752576113762078,not_computed,0.9585394873120828
large_node_weights,size_50000/random_tree_5,13747.579215,13433.867777,0,15118.142193,1.0233522797162782,not_computed,0.9093431613155089
3_children,size_10000/random_tree_1,3840.522109,-1.0,0,3994.102256,not_computed,not_computed,0.9615482686330101
3_children,size_10000/random_tree_2,7034.484506,-1.0,0,6906.708937,not_computed,not_computed,1.0185002104715157
3_children,size_10000/random_tree_3,6317.687548,11581.646861,0,6317.687548,0.5454912953074196,not_computed,1.0
3_children,size_15/random_tree_1,2245.12321,2245.12321,0,2245.12321,1.0,not_computed,1.0
3_children,size_15000/random_tree_1,11004.345374,-1.0,0,10435.158059,not_computed,not_computed,1.0545451551171374
3_children,size_15000/random_tree_2,10420.24333,-1.0,0,10893.383874,not_computed,not_computed,0.9565662470475058
3_children,size_15000/random_tree_3,9644.189268,-1.0,0,10106.865819,not_computed,not_computed,0.9542215599488607
3_children,size_20/random_tree_1,4253.203671,4253.203671,0,4253.203671,1.0,not_computed,1.0
3_children,size_20000/random_tree_1,8154.627932,-1.0,0,8858.655726,not_computed,not_computed,0.9205265656804236
3_children,size_20000/random_tree_2,8997.631961,-1.0,0,7198.864416,not_computed,not_computed,1.2498682349124546
3_children,size_20000/random_tree_3,6837.846106,-1.0,0,7639.874877,not_computed,not_computed,0.8950206928892874
3_children,size_25000/random_tree_1,14559.394998,-1.0,0,14046.609613,not_computed,not_computed,1.0365059896393376
3_children,size_25000/random_tree_2,8310.149575,-1.0,0,8715.99383,not_computed,not_computed,0.9534368354411742
3_children,size_25000/random_tree_3,7536.050748,-1.0,0,8318.26316,not_computed,not_computed,0.9059644547239835
3_children,size_5000/random_tree_1,5412.573943,20373.628769,0,5412.573943,0.265665680098954,not_computed,1.0
3_children,size_5000/random_tree_2,6914.888733,11451.347652,0,6914.888733,0.603849340980605,not_computed,1.0
3_children,size_5000/random_tree_3,4297.346526,5612.252109,0,4297.346526,0.7657080335198463,not_computed,1.0
large_edge_weights,size_10000/random_tree_1,163061.20458,128390.734243,0,145092.10705,1.2700387262478037,not_computed,1.123846140877999
large_edge_weights,size_10000/random_tree_10,122062.365742,85640.736058,0,123899.3342,1.4252839403357478,not_computed,0.9851737019422983
large_edge_weights,size_10000/random_tree_2,164283.69973,173143.666805,0,193286.733321,0.9488288122892858,not_computed,0.8499481413303552
large_edge_weights,size_10000/random_tree_3,115184.601556,91347.579187,0,125810.216958,1.2609485941625516,not_computed,0.9155425079224907
large_edge_weights,size_10000/random_tree_4,146129.149736,154714.200889,0,150552.540215,0.9445102575996926,not_computed,0.9706189581877326
large_edge_weights,size_10000/random_tree_5,128515.016974,133609.260798,0,145924.237263,0.9618720753817968,not_computed,0.8806968560156099
large_edge_weights,size_10000/random_tree_6,147151.331616,145594.505728,0,142945.300279,1.0106928889947846,not_computed,1.029424061713052
large_edge_weights,size_10000/random_tree_7,120311.828397,76126.099449,0,129846.444088,1.5804281221265228,not_computed,0.9265700669897579
large_edge_weights,size_10000/random_tree_8,135851.111584,109407.196042,0,141669.378539,1.2417017938367465,not_computed,0.9589306664926303
large_edge_weights,size_10000/random_tree_9,186828.748613,132752.651653,0,187234.345501,1.4073447594956416,not_computed,0.9978337473986693
large_edge_weights,size_2000/random_tree_1,26610.830144,26610.830144,0,31252.649052,1.0,not_computed,0.8514743854104441
large_edge_weights,size_2000/random_tree_10,32043.383949,22940.357058,0,35894.764317,1.3968127814220526,not_computed,0.8927035616117428
large_edge_weights,size_2000/random_tree_2,29132.181061,29132.181061,0,37554.120936,1.0,not_computed,0.7757385963220194
large_edge_weights,size_2000/random_tree_3,19983.26302,19983.26302,0,24410.283548,1.0,not_computed,0.818641167387721
large_edge_weights,size_2000/random_tree_4,23941.336835,23941.336835,0,27307.693721,1.0,not_computed,0.876724965484316
large_edge_weights,size_2000/random_tree_5,39537.372982,37698.61196,0,45859.441119,1.0487752977205371,not_computed,0.8621424949206214
large_edge_weights,size_2000/random_tree_6,35106.167911,36861.012062,0,35761.520022,0.9523929471049691,not_computed,0.9816743776383992
large_edge_weights,size_2000/random_tree_7,24262.400211,25934.336634,0,24392.336634,0.935531937963353,not_computed,0.9946730637187549
large_edge_weights,size_2000/random_tree_8,32972.018183,39809.814676,0,37830.814676,0.8282384244023553,not_computed,0.8715651107539474
large_edge_weights,size_2000/random_tree_9,35464.434426,35464.434426,0,41668.413056,1.0,not_computed,0.8511107533262138
large_edge_weights,size_20000/random_tree_1,319918.90361,333577.06525,0,410415.74432,0.9590554535583438,not_computed,0.7794995880093726
large_edge_weights,size_20000/random_tree_2,260779.443137,-1.0,0,267132.191428,not_computed,not_computed,0.9762187093324832
large_edge_weights,size_20000/random_tree_3,301712.816879,334175.79874,0,337992.466439,0.9028565743438013,not_computed,0.8926613662658436
large_edge_weights,size_20000/random_tree_4,365594.477488,298036.127753,0,402156.521481,1.2266783904499978,not_computed,0.9090850401770063
large_edge_weights,size_20000/random_tree_5,255479.703836,163634.811139,0,250635.68261,1.561279669391265,not_computed,1.0193269417010247
large_edge_weights,size_30000/random_tree_1,386796.450055,416874.476753,0,417400.009142,0.9278487209572647,not_computed,0.926680502116164
large_edge_weights,size_30000/random_tree_2,387452.115817,-1.0,0,333082.284398,not_computed,not_computed,1.1632324322419787
large_edge_weights,size_30000/random_tree_3,301181.577688,301181.577688,0,392658.621424,1.0,not_computed,0.7670316179376043
large_edge_weights,size_30000/random_tree_4,394465.144375,311084.438668,0,391193.611733,1.268032390382557,not_computed,1.0083629500683995
large_edge_weights,size_30000/random_tree_5,454498.667262,289385.055743,0,509132.956052,1.570567167316462,not_computed,0.8926915098687503
large_edge_weights,size_4000/random_tree_1,56726.21675,59657.412392,0,59260.273141,0.9508661954236374,not_computed,0.9572385300187424
large_edge_weights,size_4000/random_tree_10,56946.69488,56946.69488,0,70346.583177,1.0,not_computed,0.8095161457481972
large_edge_weights,size_4000/random_tree_2,67432.197614,69639.147159,0,83723.881371,0.9683087798309608,not_computed,0.8054117476373587
large_edge_weights,size_4000/random_tree_3,56192.201556,41194.113008,0,64221.911053,1.3640832986278242,not_computed,0.8749693155288796
large_edge_weights,size_4000/random_tree_4,47275.667826,47275.667826,0,54780.481963,1.0,not_computed,0.8630020425510508
large_edge_weights,size_4000/random_tree_5,52906.331423,62394.876534,0,66440.898515,0.8479274960047476,not_computed,0.796291630689727
large_edge_weights,size_4000/random_tree_6,67914.020158,46383.892744,0,73675.143485,1.4641724991222311,not_computed,0.9218037040107979
large_edge_weights,size_4000/random_tree_7,62088.705834,49260.748766,0,58815.274659,1.2604092992767078,not_computed,1.0556561402455185
large_edge_weights,size_4000/random_tree_8,47901.805471,54776.817153,0,58036.655793,0.8744904863165552,not_computed,0.825371565891941
large_edge_weights,size_4000/random_tree_9,49923.537368,56210.187703,0,56981.476139,0.8881581686185247,not_computed,0.8761362595489288
large_edge_weights,size_50000/random_tree_1,512420.9796,340030.346295,0,643526.145768,1.506986023992809,not_computed,0.7962706456758865
large_edge_weights,size_50000/random_tree_2,870269.457097,699775.973198,0,1009918.752933,1.24364009401443,not_computed,0.8617222470318218
large_edge_weights,size_50000/random_tree_3,489191.979028,489191.979028,0,554769.543578,1.0,not_computed,0.8817931421990906
large_edge_weights,size_50000/random_tree_4,650011.769768,551256.747213,0,581099.934719,1.179145240496879,not_computed,1.1185886126150115
large_edge_weights,size_50000/random_tree_5,896517.019548,653718.29482,0,919258.268456,1.3714118553081862,not_computed,0.9752613061112884
